fish,stage,day,mean_y,median_y,mean_μ_μ_y,median_μ_μ_y,mean_μ_μ_hdi_3,median_μ_μ_hdi_3,mean_μ_μ_hdi_97,median_μ_μ_hdi_97,mean_μ_y,median_μ_y,mean_μ_hdi_3,median_μ_hdi_3,mean_μ_hdi_97,median_μ_hdi_97,mean_ppc_y,median_ppc_y,mean_ppc_hdi_3,median_ppc_hdi_3,mean_ppc_hdi_97,median_ppc_hdi_97,plotday
3.0,Washout,6.0,-3.516855732370276,-2.4048091177937057,-1.2326666666666666,-1.244,-1.9456666666666667,-1.951,-0.5436666666666666,-0.563,-1.3625,-1.4525000000000001,-3.4358333333333335,-3.3575,0.62,0.4665,-1.3473333333333333,-1.4415,-7.875,-7.132,5.6930000000000005,5.0485,48
3.0,Washout,7.0,-0.014752856394636008,-0.3339702276167741,-1.2009999999999998,-1.21,-1.9203333333333334,-1.935,-0.4716666666666667,-0.505,-1.0445,-1.0154999999999998,-2.8346666666666667,-2.7515,0.836,0.771,-1.0301666666666667,-1.0315,-7.051833333333334,-6.7885,4.8555,4.477,49
3.0,Washout,8.0,-2.080483754357059,-1.7343709105086718,-1.176,-1.183,-1.8966666666666665,-1.891,-0.38966666666666666,-0.405,-1.2586666666666666,-1.255,-3.099833333333333,-2.9219999999999997,0.5021666666666667,0.504,-1.2790000000000001,-1.351,-7.145666666666666,-6.9295,4.757333333333333,4.9865,50
3.0,Washout,9.0,-2.7835005456572532,-2.601853212731991,-1.1566666666666665,-1.162,-1.9096666666666666,-1.908,-0.34600000000000003,-0.359,-1.3066666666666666,-1.359,-3.1826666666666665,-3.177,0.4515,0.398,-1.3285,-1.3744999999999998,-7.2956666666666665,-6.9415,5.0168333333333335,4.8420000000000005,51
3.0,Washout,10.0,0.004222721874229156,-0.39074843416437216,0.011333333333333417,-1.146,-1.0133333333333334,-1.913,1.0366666666666666,-0.32,-0.06433333333333328,-1.0114999999999998,-2.1103333333333336,-2.644,1.9969999999999999,0.553,-0.05183333333333332,-1.022,-5.856166666666667,-6.343500000000001,5.551166666666667,4.381500000000001,52
3.0,ReRotation,1.0,1.2299803942465737,0.5868652982652587,2.3213333333333335,2.326,0.9383333333333335,0.786,3.615,3.75,1.9021666666666668,1.662,-0.9870000000000001,-1.2425000000000002,4.798,4.5675,1.889,1.672,-4.094,-4.218,8.371333333333334,8.32,53
3.0,ReRotation,2.0,3.7067155029554235,3.598105833184773,2.3056666666666668,2.312,1.3123333333333334,1.243,3.282666666666667,3.345,2.6061666666666667,2.7335,0.007166666666666673,0.152,5.486166666666667,5.4745,2.5996666666666663,2.7145,-4.149166666666667,-4.076,8.997833333333332,8.747499999999999,54
3.0,ReRotation,3.0,1.712352853031721,1.016341979381791,2.2870000000000004,2.293,1.473,1.451,3.129,3.158,2.113,1.928,-0.23883333333333334,-0.328,4.492999999999999,4.213,2.112,1.9525,-3.921,-3.811,8.078166666666666,7.852,55
3.0,ReRotation,4.0,3.624775098227676,4.037720476404088,2.269,2.275,1.5030000000000001,1.517,3.0593333333333335,3.071,2.5018333333333334,2.7295,0.22383333333333333,0.41700000000000004,4.945166666666666,5.05,2.5050000000000003,2.7515,-3.829166666666667,-3.846,8.857666666666667,8.7835,56
3.0,ReRotation,5.0,2.8197116582494246,2.962538125561962,2.251666666666667,2.257,1.4456666666666667,1.475,3.0400000000000005,3.036,2.3818333333333332,2.4265,0.331,0.32299999999999995,4.44,4.4475,2.3893333333333335,2.4285,-3.3554999999999997,-3.4459999999999997,7.960166666666667,8.037500000000001,57
